date,city,pm2.5,pm10,no2,so2,co,o3,nh3,aqi
2015-03-21,Bengaluru,48.59,,27.0,1.94,3.89,52.96,28.02,91.0
2015-03-22,Bengaluru,47.38,,22.39,2.05,11.29,71.85,23.19,120.0
2015-03-23,Bengaluru,65.65,,26.35,6.3,9.95,72.84,27.76,154.0
2015-03-24,Bengaluru,60.47,,29.87,6.07,1.46,64.12,35.1,119.0
2015-03-25,Bengaluru,62.56,,23.57,4.98,10.05,82.34,27.13,232.0
2015-03-26,Bengaluru,60.73,,32.07,1.67,1.44,67.21,34.71,132.0
2015-03-27,Bengaluru,42.1,,25.55,2.46,2.85,51.93,30.96,123.0
2015-03-28,Bengaluru,40.0,,17.99,2.5,8.07,44.65,28.74,152.0
2015-03-29,Bengaluru,32.16,,12.9,2.08,8.53,56.31,21.5,143.0
2015-03-30,Bengaluru,30.78,,16.23,2.63,1.46,49.52,26.96,80.0
2015-03-31,Bengaluru,38.99,,10.97,2.79,1.79,47.67,27.52,90.0
2015-04-01,Bengaluru,36.42,,8.83,3.17,9.6,48.25,31.37,151.0
2015-04-02,Bengaluru,38.15,,10.29,7.65,4.06,53.26,43.09,123.0
2015-04-03,Bengaluru,35.11,,5.99,2.32,5.34,57.75,26.04,178.0
2015-04-04,Bengaluru,36.68,,12.89,3.29,1.47,76.36,40.71,101.0
2015-04-05,Bengaluru,36.92,,9.0,4.07,9.58,65.62,26.22,160.0
2015-04-06,Bengaluru,31.78,,8.14,7.22,0.55,54.31,22.34,71.0
2015-04-07,Bengaluru,37.25,,7.14,5.88,2.3,60.42,17.78,76.0
2015-04-08,Bengaluru,29.8,,9.04,1.84,6.84,49.55,24.2,153.0
2015-04-09,Bengaluru,25.06,,8.72,2.6,5.82,42.63,29.83,80.0
2015-04-10,Bengaluru,24.4,,7.46,2.03,5.19,44.47,23.17,129.0
2015-04-11,Bengaluru,32.08,,7.09,3.22,1.7,53.91,30.95,107.0
2015-04-12,Bengaluru,19.72,,4.97,5.16,2.65,44.53,34.85,122.0
2015-04-13,Bengaluru,17.03,,8.53,2.75,2.23,39.03,34.3,85.0
2015-04-14,Bengaluru,19.73,,6.1,4.66,1.4,57.7,27.48,62.0
2015-04-15,Bengaluru,22.52,,4.86,4.9,5.45,77.05,15.15,177.0
2015-04-16,Bengaluru,21.36,,7.98,29.11,0.97,96.88,16.61,152.0
2015-04-17,Bengaluru,24.35,,6.64,2.58,12.93,97.2,38.54,210.0
2015-04-18,Bengaluru,18.33,,5.98,3.99,3.84,101.63,21.02,170.0
2015-04-19,Bengaluru,17.66,,6.58,2.49,0.48,81.34,21.93,135.0
2015-04-20,Bengaluru,27.46,,7.91,5.53,4.58,37.22,24.78,118.0
2015-04-21,Bengaluru,27.94,,6.45,4.43,6.14,34.74,17.34,127.0
2015-04-22,Bengaluru,23.81,,6.21,26.42,,32.79,5.42,47.0
2015-04-23,Bengaluru,23.11,,6.84,12.35,3.65,15.88,18.77,44.0
2015-04-24,Bengaluru,15.12,,14.96,5.12,1.13,109.66,35.77,67.0
2015-04-25,Bengaluru,19.59,,8.42,26.92,3.1,157.2,17.93,44.0
2015-04-26,Bengaluru,69.85,,14.35,15.91,1.22,123.32,15.8,82.0
2015-04-27,Bengaluru,24.62,,7.74,18.89,1.26,65.38,13.92,156.0
2015-04-28,Bengaluru,32.92,,12.95,14.79,2.31,57.59,11.62,96.0
2015-04-29,Bengaluru,44.53,,17.71,8.34,1.34,27.11,11.4,72.0
2015-04-30,Bengaluru,26.68,,16.69,11.54,,51.81,10.15,117.0
2015-05-01,Bengaluru,39.06,,14.31,4.96,1.59,26.93,6.09,67.0
2015-05-02,Bengaluru,50.83,,14.24,2.99,4.44,16.83,21.03,217.0
2015-05-03,Bengaluru,62.58,,15.2,7.47,1.32,17.81,14.62,64.0
2015-05-04,Bengaluru,45.26,,25.81,6.79,4.17,21.39,18.09,162.0
2015-05-05,Bengaluru,40.37,,20.7,8.6,0.0,36.56,5.94,75.0
2015-05-06,Bengaluru,43.21,,17.15,11.77,28.28,80.02,10.23,141.0
2015-05-07,Bengaluru,41.53,,20.41,4.67,0.5,31.73,15.4,70.0
2015-05-08,Bengaluru,27.85,,17.29,7.18,4.82,88.24,14.93,142.0
2015-05-09,Bengaluru,36.83,,24.35,6.64,23.56,39.61,17.12,140.0
2015-05-10,Bengaluru,40.81,,29.77,3.46,2.57,32.11,14.21,71.0
2015-05-11,Bengaluru,36.11,,29.38,11.84,0.3,14.0,15.84,66.0
2015-05-12,Bengaluru,28.76,,29.1,2.96,,15.17,15.13,56.0
2015-05-13,Bengaluru,40.74,,32.27,2.77,0.0,7.96,14.66,45.0
2015-05-14,Bengaluru,23.77,,33.12,2.83,1.19,12.14,14.28,61.0
2015-05-15,Bengaluru,17.34,,22.13,3.08,2.06,12.14,18.55,70.0
2015-05-16,Bengaluru,30.45,,32.24,3.9,1.19,8.48,24.08,59.0
2015-05-17,Bengaluru,15.8,,22.62,5.8,12.23,21.44,14.2,125.0
2015-05-18,Bengaluru,20.12,,22.49,5.83,12.77,32.76,13.27,106.0
2015-05-19,Bengaluru,25.27,,31.22,3.92,1.14,37.13,17.26,84.0
2015-05-20,Bengaluru,26.7,,32.48,4.24,1.26,36.42,15.5,57.0
2015-05-21,Bengaluru,27.84,,17.97,4.38,1.21,25.96,13.64,56.0
2015-05-22,Bengaluru,29.52,,17.88,4.89,10.68,28.02,12.62,140.0
2015-05-23,Bengaluru,27.97,,23.45,12.38,17.21,22.59,11.58,156.0
2015-05-24,Bengaluru,28.17,,17.13,3.98,9.13,23.52,5.01,156.0
2015-05-25,Bengaluru,27.71,,18.69,4.81,4.19,21.85,3.25,111.0
2015-05-26,Bengaluru,28.01,,12.85,3.92,4.21,23.36,0.28,158.0
2015-05-27,Bengaluru,31.7,,11.83,4.02,4.79,27.83,2.77,93.0
2015-05-28,Bengaluru,48.08,,41.16,0.96,1.22,42.06,4.91,97.0
2015-05-29,Bengaluru,30.77,,22.5,0.92,1.4,31.65,4.88,94.0
2015-05-30,Bengaluru,26.15,,14.82,7.13,4.52,54.35,5.61,147.0
2015-05-31,Bengaluru,40.71,,6.62,4.24,2.84,22.32,2.89,100.0
2015-06-01,Bengaluru,23.69,,14.12,6.9,1.7,68.17,2.34,101.0
2015-06-02,Bengaluru,23.95,,9.28,7.93,1.77,54.65,2.31,84.0
2015-06-03,Bengaluru,21.51,,19.98,4.44,1.52,46.8,2.21,84.0
2015-06-04,Bengaluru,25.56,,6.39,4.47,1.4,29.64,1.93,74.0
2015-06-05,Bengaluru,22.41,,14.61,5.85,5.65,27.39,18.87,130.0
2015-06-06,Bengaluru,16.02,,30.73,11.64,1.78,20.75,30.36,74.0
2015-06-07,Bengaluru,12.69,,25.18,4.22,4.45,19.63,28.0,74.0
2015-06-08,Bengaluru,13.29,,22.65,17.45,3.93,17.13,23.12,162.0
2015-06-09,Bengaluru,12.11,,20.8,15.06,1.4,20.96,25.86,55.0
2015-06-10,Bengaluru,13.66,,22.16,6.09,1.96,24.49,21.15,72.0
2015-06-11,Bengaluru,14.56,,17.32,11.59,1.54,15.75,20.88,66.0
2015-06-12,Bengaluru,14.76,,13.35,10.35,1.89,20.52,5.29,81.0
2015-06-13,Bengaluru,12.29,,10.75,15.0,3.21,19.08,7.02,94.0
2015-06-14,Bengaluru,11.72,,9.61,1.96,2.36,20.38,7.86,128.0
2015-06-15,Bengaluru,15.7,,13.12,5.04,1.56,34.42,8.92,86.0
2015-06-16,Bengaluru,22.94,,10.09,1.58,3.74,13.24,9.22,136.0
2015-06-17,Bengaluru,19.54,,11.09,4.12,2.0,13.5,7.0,67.0
2015-06-18,Bengaluru,22.68,,18.7,1.35,1.3,16.42,8.31,45.0
2015-06-19,Bengaluru,21.86,,19.0,4.34,1.54,11.12,8.08,70.0
2015-06-20,Bengaluru,18.74,,14.48,1.95,2.89,8.62,7.31,93.0
2015-06-21,Bengaluru,18.81,,15.95,2.02,3.84,10.31,6.89,166.0
2015-06-22,Bengaluru,15.11,,16.04,5.53,4.29,10.68,27.31,183.0
2015-06-23,Bengaluru,17.47,,7.27,7.51,2.08,10.97,10.32,107.0
2015-06-24,Bengaluru,15.92,,5.61,5.41,5.48,21.62,8.75,140.0
2015-06-25,Bengaluru,13.58,,5.38,5.49,2.83,11.83,7.95,107.0
2015-06-26,Bengaluru,14.52,,6.1,4.41,1.75,13.27,7.5,70.0
2015-06-27,Bengaluru,27.25,,5.23,10.62,15.98,15.2,6.4,165.0
2015-06-28,Bengaluru,20.99,,4.38,2.53,2.03,15.42,6.3,160.0
2015-06-29,Bengaluru,22.26,,7.02,7.62,5.28,10.29,7.68,209.0
2015-06-30,Bengaluru,23.51,,8.39,5.94,5.01,6.61,8.47,166.0
2015-07-01,Bengaluru,19.76,,6.34,6.28,6.96,6.45,6.34,187.0
2015-07-02,Bengaluru,20.24,,11.59,5.12,2.58,11.01,6.42,162.0
2015-07-03,Bengaluru,17.28,,5.11,3.69,7.52,8.37,5.96,185.0
2015-07-04,Bengaluru,21.52,,5.99,2.76,15.9,9.72,5.76,141.0
2015-07-05,Bengaluru,19.43,,7.66,2.29,20.81,7.89,4.74,225.0
2015-07-06,Bengaluru,19.27,,8.79,2.54,26.99,8.96,26.67,309.0
2015-07-07,Bengaluru,23.27,,7.83,3.36,2.86,9.3,10.45,136.0
2015-07-08,Bengaluru,18.63,,8.71,6.25,7.24,7.27,34.37,139.0
2015-07-09,Bengaluru,14.52,,10.04,3.89,3.42,7.56,19.3,161.0
2015-07-10,Bengaluru,12.84,,10.1,3.25,15.1,5.4,21.54,160.0
2015-07-11,Bengaluru,19.08,,10.66,2.39,2.42,5.06,20.9,127.0
2015-07-12,Bengaluru,23.45,,9.83,1.86,2.11,9.66,10.15,71.0
2015-07-13,Bengaluru,25.62,,12.22,2.84,27.06,10.42,10.8,246.0
2015-07-14,Bengaluru,27.03,,11.7,2.78,10.62,7.82,10.17,250.0
2015-07-15,Bengaluru,24.09,,17.43,4.49,9.91,5.49,6.08,176.0
2015-07-16,Bengaluru,23.17,,15.73,2.98,3.56,8.06,10.88,176.0
2015-07-17,Bengaluru,26.84,,10.76,3.46,1.62,8.48,9.89,55.0
2015-07-18,Bengaluru,19.24,,8.46,3.98,18.69,10.27,11.23,156.0
2015-07-19,Bengaluru,14.46,,7.65,1.66,12.18,9.43,10.88,195.0
2015-07-20,Bengaluru,14.3,,10.26,2.39,9.82,8.67,10.46,197.0
2015-07-21,Bengaluru,19.29,,11.45,1.72,9.35,3.62,10.76,223.0
2015-07-22,Bengaluru,21.39,,9.91,2.39,16.7,3.54,9.67,182.0
2015-07-23,Bengaluru,45.86,,11.26,3.29,9.44,5.13,10.06,245.0
2015-07-24,Bengaluru,18.38,,9.48,10.54,16.46,6.49,9.15,268.0
2015-07-25,Bengaluru,24.44,,10.0,15.96,2.89,9.61,10.06,51.0
2015-07-26,Bengaluru,25.14,,11.03,2.54,2.42,8.9,8.39,49.0
2015-07-27,Bengaluru,13.85,,8.83,3.82,14.36,8.78,8.42,157.0
2015-07-28,Bengaluru,16.63,,10.76,5.27,12.51,7.16,9.14,128.0
2015-07-29,Bengaluru,19.04,,12.67,4.9,1.5,5.82,29.6,66.0
2015-07-30,Bengaluru,24.43,,11.52,3.15,1.86,5.42,11.73,105.0
2015-07-31,Bengaluru,19.16,,10.27,3.35,1.09,3.53,11.91,49.0
2015-08-01,Bengaluru,18.18,,20.21,2.43,9.97,3.38,10.3,97.0
2015-08-02,Bengaluru,15.52,,9.54,1.86,37.73,4.83,9.26,257.0
2015-08-03,Bengaluru,18.67,,11.41,2.13,25.13,5.74,10.08,139.0
2015-08-04,Bengaluru,15.85,,10.66,2.6,9.92,5.24,10.75,95.0
2015-08-05,Bengaluru,18.26,,11.85,2.4,48.07,3.0,10.66,106.0
2015-08-06,Bengaluru,17.94,,18.38,5.94,3.15,7.21,33.49,89.0
2015-08-07,Bengaluru,21.86,,10.02,3.79,1.16,3.29,26.16,44.0
2015-08-08,Bengaluru,46.86,,8.46,3.78,20.25,3.98,23.31,97.0
2015-08-09,Bengaluru,54.42,,7.32,2.1,8.78,4.73,18.3,187.0
2015-08-10,Bengaluru,21.02,,8.21,5.16,1.82,6.23,23.95,83.0
2015-08-11,Bengaluru,21.1,,7.98,2.96,29.0,9.86,24.12,129.0
2015-08-12,Bengaluru,16.64,,7.44,7.22,29.16,6.76,22.52,128.0
2015-08-13,Bengaluru,14.99,,6.61,2.51,34.69,6.11,22.0,217.0
2015-08-14,Bengaluru,20.21,,14.73,6.15,35.05,5.86,23.64,277.0
2015-08-15,Bengaluru,18.04,,13.63,2.49,16.67,10.04,18.87,176.0
2015-08-16,Bengaluru,20.8,,17.39,1.32,9.03,7.48,23.05,206.0
2015-08-17,Bengaluru,15.35,,19.5,2.98,14.55,5.93,50.58,238.0
2015-08-18,Bengaluru,27.31,,19.73,2.85,21.83,3.75,38.79,229.0
2015-08-19,Bengaluru,32.13,,17.92,7.14,9.91,4.3,39.19,236.0
2015-08-20,Bengaluru,23.26,,34.35,3.73,1.31,3.41,30.68,92.0
2015-08-21,Bengaluru,17.9,,17.51,6.56,11.68,3.44,33.06,100.0
2015-08-22,Bengaluru,10.99,,15.97,1.07,1.14,3.35,24.16,97.0
2015-08-23,Bengaluru,12.9,,11.64,0.91,26.54,3.86,23.28,59.0
2015-08-24,Bengaluru,22.29,,15.11,1.0,1.16,4.72,27.77,96.0
2015-08-25,Bengaluru,20.06,,16.49,4.38,4.29,6.26,17.67,123.0
2015-08-26,Bengaluru,17.38,,12.18,1.1,1.43,7.65,15.18,77.0
2015-08-27,Bengaluru,14.67,,20.81,1.13,2.4,4.84,35.39,57.0
2015-08-28,Bengaluru,18.96,,21.16,1.42,1.96,4.19,26.37,63.0
2015-08-29,Bengaluru,20.56,,13.86,2.56,9.97,12.64,33.75,174.0
2015-08-30,Bengaluru,17.27,,5.53,0.73,2.76,12.65,26.46,121.0
2015-08-31,Bengaluru,23.42,,6.47,1.24,5.77,17.22,33.9,92.0
2015-09-01,Bengaluru,24.9,,7.25,1.67,5.26,13.62,33.29,81.0
2015-09-02,Bengaluru,23.54,,9.49,2.18,1.19,11.57,26.12,43.0
2015-09-03,Bengaluru,24.49,,12.59,2.49,1.42,14.5,31.79,52.0
2015-09-04,Bengaluru,26.16,,15.89,2.12,1.76,10.98,37.51,72.0
2015-09-05,Bengaluru,27.38,,17.6,2.63,1.47,38.49,54.9,73.0
2015-09-06,Bengaluru,18.38,,11.7,1.35,22.81,,26.75,208.0
2015-09-07,Bengaluru,16.34,,12.0,3.08,9.83,21.21,32.04,179.0
2015-09-08,Bengaluru,22.47,,10.95,5.6,1.78,12.62,37.31,93.0
2015-09-09,Bengaluru,29.6,,11.14,7.0,13.22,5.34,36.19,60.0
2015-09-10,Bengaluru,15.21,,12.29,3.26,1.2,5.01,36.3,65.0
2015-09-11,Bengaluru,18.09,,13.42,2.85,3.19,5.48,34.24,60.0
2015-09-12,Bengaluru,16.68,,13.1,2.42,22.32,17.12,30.49,167.0
2015-09-13,Bengaluru,12.24,,11.85,2.08,19.24,13.22,21.98,141.0
2015-09-14,Bengaluru,14.99,,12.44,2.19,18.85,12.68,31.7,175.0
2015-09-15,Bengaluru,11.75,,11.66,2.54,1.06,5.72,23.78,41.0
2015-09-16,Bengaluru,11.47,,12.06,2.26,18.66,14.33,24.19,81.0
2015-09-17,Bengaluru,10.93,,9.78,1.92,1.7,10.45,19.64,52.0
2015-09-18,Bengaluru,13.18,,8.71,2.34,1.01,21.33,23.94,31.0
2015-09-19,Bengaluru,13.47,,8.98,2.85,8.24,10.94,24.56,144.0
2015-09-20,Bengaluru,7.32,,9.42,1.74,1.27,11.51,20.84,64.0
2015-09-21,Bengaluru,16.51,,15.32,3.01,2.15,15.34,36.84,51.0
2015-09-22,Bengaluru,28.38,,22.83,2.97,2.21,20.63,35.72,82.0
2015-09-23,Bengaluru,27.74,,27.93,2.32,2.13,21.96,37.81,85.0
2015-09-24,Bengaluru,29.1,,22.47,2.37,2.39,16.37,34.28,89.0
2015-09-25,Bengaluru,17.48,,21.03,2.47,3.05,49.22,30.44,139.0
2015-09-26,Bengaluru,14.95,,17.22,1.46,2.68,9.51,22.01,157.0
2015-09-27,Bengaluru,27.29,,20.53,1.7,2.26,12.01,45.07,155.0
2015-09-28,Bengaluru,19.98,,30.35,1.69,2.0,18.48,76.12,94.0
2015-09-29,Bengaluru,31.36,,33.02,1.72,2.09,20.18,41.39,100.0
2015-09-30,Bengaluru,35.5,,31.34,1.3,2.71,14.05,29.39,117.0
2015-10-01,Bengaluru,26.25,,30.71,1.45,1.95,12.61,30.38,136.0
2015-10-02,Bengaluru,22.3,,26.84,4.18,1.82,,26.74,96.0
2015-10-03,Bengaluru,13.97,,19.24,1.6,1.67,18.98,19.73,101.0
2015-10-04,Bengaluru,9.63,,16.51,1.37,2.21,12.67,23.54,128.0
2015-10-05,Bengaluru,28.7,,23.13,2.64,1.96,10.81,31.01,92.0
2015-10-06,Bengaluru,35.04,,19.67,4.52,1.7,15.74,24.52,98.0
2015-10-07,Bengaluru,15.82,,19.92,5.29,1.63,11.29,24.3,102.0
2015-10-08,Bengaluru,12.14,,19.19,8.55,1.21,12.96,27.54,69.0
2015-10-09,Bengaluru,14.44,,20.31,7.68,1.54,14.01,26.87,54.0
2015-10-10,Bengaluru,12.01,,21.36,7.04,2.66,10.22,27.22,101.0
2015-10-11,Bengaluru,10.02,,19.3,2.26,3.38,9.49,33.5,110.0
2015-10-12,Bengaluru,17.14,,27.34,2.61,1.72,8.84,32.02,54.0
2015-10-13,Bengaluru,25.65,,38.97,2.54,1.62,9.81,38.88,77.0
2015-10-14,Bengaluru,31.78,,58.6,2.57,2.5,11.44,39.7,144.0
2015-10-15,Bengaluru,46.63,,71.63,3.74,1.47,11.97,44.56,90.0
2015-10-16,Bengaluru,49.23,,51.64,3.23,2.12,11.33,42.06,98.0
2015-10-17,Bengaluru,40.76,,33.93,2.15,6.11,13.38,27.48,173.0
2015-10-18,Bengaluru,31.18,,37.25,2.36,3.03,8.33,35.87,140.0
2015-10-19,Bengaluru,42.02,,27.41,2.71,1.5,6.43,21.37,76.0
2015-10-20,Bengaluru,43.32,,22.4,3.1,3.91,13.06,5.65,164.0
2015-10-21,Bengaluru,42.64,,21.57,2.14,1.14,14.4,20.88,88.0
2015-10-22,Bengaluru,55.94,,24.25,2.76,1.31,33.92,33.92,97.0
2015-10-23,Bengaluru,51.0,,28.3,2.37,1.12,42.29,33.78,110.0
2015-10-24,Bengaluru,45.13,,26.15,2.4,1.06,41.37,34.86,89.0
2015-10-25,Bengaluru,38.26,,20.74,2.05,,43.11,29.89,81.0
2015-10-26,Bengaluru,47.1,,26.73,2.27,1.19,32.67,37.44,74.0
2015-10-27,Bengaluru,42.92,,32.0,3.72,8.22,32.4,51.9,157.0
2015-10-28,Bengaluru,36.44,,24.21,1.53,1.18,26.35,26.15,95.0
2015-10-29,Bengaluru,29.17,,22.68,1.37,1.15,15.59,44.06,70.0
2015-10-30,Bengaluru,31.78,,15.26,1.55,3.63,17.27,31.65,110.0
2015-10-31,Bengaluru,25.77,,23.3,3.37,2.63,14.45,49.74,191.0
2015-11-01,Bengaluru,29.89,,15.14,2.62,1.13,11.56,18.44,49.0
2015-11-02,Bengaluru,28.56,,18.2,2.51,1.36,12.65,23.29,54.0
2015-11-03,Bengaluru,31.05,,20.58,2.79,1.34,11.62,34.87,58.0
2015-11-04,Bengaluru,43.1,,12.07,2.44,3.56,19.13,27.02,65.0
2015-11-05,Bengaluru,30.36,,17.33,2.74,1.24,10.93,61.87,70.0
2015-11-06,Bengaluru,37.22,,13.89,2.01,1.21,8.07,32.2,67.0
2015-11-07,Bengaluru,31.44,70.46,15.85,1.94,1.22,17.98,27.73,60.0
2015-11-08,Bengaluru,31.4,,15.33,1.77,,23.72,21.44,56.0
2015-11-09,Bengaluru,34.92,,10.21,1.72,,32.86,18.46,59.0
2015-11-10,Bengaluru,12.63,43.64,6.81,2.05,1.48,41.66,12.63,51.0
2015-11-11,Bengaluru,48.94,,8.59,2.62,1.07,23.3,22.21,49.0
2015-11-12,Bengaluru,63.69,,8.2,2.27,1.82,18.98,21.57,146.0
2015-11-13,Bengaluru,28.22,153.3,21.5,2.69,2.09,34.32,27.79,61.0
2015-11-14,Bengaluru,42.42,156.84,29.94,2.23,1.56,31.35,21.94,130.0
2015-11-15,Bengaluru,42.23,59.94,18.86,2.16,1.64,34.8,,99.0
2015-11-16,Bengaluru,16.03,16.77,18.34,2.31,1.61,35.48,,91.0
2015-11-17,Bengaluru,,8.22,16.2,2.49,1.6,,,116.0
2015-11-18,Bengaluru,19.32,16.42,15.47,2.75,1.99,,25.0,126.0
2015-11-19,Bengaluru,21.99,39.86,16.44,2.95,1.73,9.98,41.96,103.0
2015-11-20,Bengaluru,13.89,31.44,12.14,2.5,1.72,4.56,23.93,74.0
2015-11-21,Bengaluru,16.06,24.35,13.13,3.12,0.94,,21.28,66.0
2015-11-22,Bengaluru,16.97,15.69,10.57,2.6,0.83,,13.92,61.0
2015-11-23,Bengaluru,19.66,36.84,16.37,2.83,1.35,4.09,24.04,75.0
2015-11-24,Bengaluru,20.35,33.97,20.64,2.59,1.36,7.77,26.98,85.0
2015-11-25,Bengaluru,34.39,36.29,28.8,3.76,2.48,14.63,32.75,141.0
2015-11-26,Bengaluru,43.91,43.65,29.33,3.44,1.52,14.8,55.4,90.0
2015-11-27,Bengaluru,44.14,112.78,26.64,4.3,2.18,25.57,32.33,126.0
2015-11-28,Bengaluru,44.94,114.34,28.1,4.7,2.3,29.1,32.75,147.0
2015-11-29,Bengaluru,29.35,75.79,21.21,4.55,1.55,29.03,19.08,87.0
2015-11-30,Bengaluru,15.34,53.7,22.22,4.45,1.13,8.84,21.4,56.0
2015-12-01,Bengaluru,14.18,55.71,25.86,5.14,1.63,9.89,21.81,88.0
2015-12-02,Bengaluru,13.36,33.82,24.04,11.07,1.7,8.15,22.0,67.0
2015-12-03,Bengaluru,19.86,72.72,33.56,8.32,1.47,9.51,37.08,74.0
2015-12-04,Bengaluru,28.35,102.15,32.95,6.08,2.03,21.38,52.45,105.0
2015-12-05,Bengaluru,25.04,89.26,33.02,5.43,1.72,26.44,51.77,103.0
2015-12-06,Bengaluru,29.12,,25.17,3.1,,43.98,41.62,54.0
2015-12-07,Bengaluru,41.16,85.25,34.42,5.24,1.88,27.26,46.07,65.0
2015-12-08,Bengaluru,46.33,82.86,44.41,5.81,1.81,19.1,45.43,102.0
2015-12-09,Bengaluru,48.01,78.58,39.78,4.86,1.84,6.32,46.15,94.0
2015-12-10,Bengaluru,35.48,58.04,35.58,5.27,1.92,3.36,51.46,86.0
2015-12-11,Bengaluru,32.95,79.07,41.05,5.94,2.07,2.3,26.38,89.0
2015-12-12,Bengaluru,50.19,73.43,57.62,5.34,1.78,2.33,20.93,99.0
2015-12-13,Bengaluru,34.57,64.09,42.88,4.79,1.68,2.16,12.64,92.0
2015-12-14,Bengaluru,52.06,56.71,27.66,4.38,1.33,1.87,11.98,85.0
2015-12-15,Bengaluru,39.67,100.76,22.28,2.72,1.44,1.83,14.1,83.0
2015-12-16,Bengaluru,50.47,56.41,37.1,3.65,1.93,6.68,20.54,92.0
2015-12-17,Bengaluru,41.04,62.41,40.72,5.21,1.55,17.03,22.39,95.0
2015-12-18,Bengaluru,56.62,85.88,57.36,6.99,2.67,17.28,29.2,103.0
2015-12-19,Bengaluru,42.57,78.99,49.4,5.34,2.08,17.37,21.95,105.0
2015-12-20,Bengaluru,60.44,65.74,43.97,5.29,1.44,20.05,26.04,97.0
2015-12-21,Bengaluru,48.4,72.52,53.53,5.5,1.18,21.95,30.54,102.0
2015-12-22,Bengaluru,49.54,84.48,65.66,5.61,1.32,20.0,34.27,104.0
2015-12-23,Bengaluru,49.42,74.68,55.38,5.47,1.62,24.06,36.34,96.0
2015-12-24,Bengaluru,61.58,81.49,56.16,5.38,1.29,36.04,44.44,114.0
2015-12-25,Bengaluru,68.48,81.97,51.22,5.66,1.25,40.78,24.77,110.0
2015-12-26,Bengaluru,57.15,63.84,42.79,5.44,1.2,41.39,18.88,109.0
2015-12-27,Bengaluru,76.35,76.37,42.69,5.71,1.54,59.62,14.76,115.0
2015-12-28,Bengaluru,85.66,83.91,56.3,6.01,1.77,59.5,41.98,149.0
2015-12-29,Bengaluru,49.06,73.13,54.12,6.39,1.58,31.55,24.83,122.0
2015-12-30,Bengaluru,48.16,74.0,59.75,6.94,0.85,31.0,21.42,91.0
2015-12-31,Bengaluru,71.06,74.39,61.97,7.22,1.49,36.94,26.49,131.0
2016-01-01,Bengaluru,56.4,95.08,51.73,7.44,0.69,55.96,14.68,101.0
2016-01-02,Bengaluru,53.69,93.92,73.09,8.67,0.76,34.06,16.05,92.0
2016-01-03,Bengaluru,62.35,99.34,77.77,9.1,0.96,47.62,16.37,108.0
2016-01-04,Bengaluru,64.96,104.62,77.07,8.87,0.89,50.62,14.18,109.0
2016-01-05,Bengaluru,70.15,105.12,79.43,9.41,0.85,36.94,16.97,114.0
2016-01-06,Bengaluru,68.22,91.74,68.5,14.23,0.93,45.98,16.71,121.0
2016-01-07,Bengaluru,68.74,74.3,53.25,23.65,0.79,23.19,26.13,116.0
2016-01-08,Bengaluru,67.9,62.77,51.09,14.17,0.66,8.59,22.84,117.0
2016-01-09,Bengaluru,79.8,74.11,64.04,14.65,0.79,10.66,21.32,143.0
2016-01-10,Bengaluru,76.18,63.19,46.46,15.02,0.8,14.39,11.01,168.0
2016-01-11,Bengaluru,61.48,53.24,39.43,11.53,0.78,19.51,10.72,122.0
2016-01-12,Bengaluru,73.5,,39.55,4.65,1.3,21.45,12.27,122.0
2016-01-13,Bengaluru,70.78,160.0,55.91,10.59,1.02,24.48,12.06,146.0
2016-01-14,Bengaluru,75.01,172.02,70.58,13.99,0.84,22.94,19.63,152.0
2016-01-15,Bengaluru,42.84,160.87,50.76,17.8,0.78,25.71,,119.0
2016-01-16,Bengaluru,77.23,235.32,83.2,15.22,1.02,22.72,16.11,130.0
2016-01-17,Bengaluru,68.98,149.82,110.24,14.5,0.78,17.73,10.83,253.0
2016-01-18,Bengaluru,73.89,133.08,77.38,18.94,0.97,20.92,16.09,219.0
2016-01-19,Bengaluru,75.45,113.92,72.62,24.0,0.98,23.09,20.9,146.0
2016-01-20,Bengaluru,78.07,122.54,45.06,24.02,0.97,17.64,28.94,170.0
2016-01-21,Bengaluru,53.45,62.27,34.63,18.54,0.93,20.57,43.57,117.0
2016-01-22,Bengaluru,63.58,150.78,41.69,13.94,1.15,22.0,26.58,113.0
2016-01-23,Bengaluru,57.91,133.63,29.72,11.77,1.08,11.02,16.27,146.0
2016-01-24,Bengaluru,41.36,92.58,35.97,5.66,0.99,15.4,14.08,102.0
2016-01-25,Bengaluru,51.7,121.42,51.13,7.78,1.23,18.12,19.55,98.0
2016-01-26,Bengaluru,54.34,108.47,45.69,8.68,1.04,26.95,17.79,104.0
2016-01-27,Bengaluru,54.33,76.37,41.42,8.73,1.05,17.6,20.6,91.0
2016-01-28,Bengaluru,84.84,50.03,36.42,2.96,1.16,17.21,53.81,118.0
2016-01-29,Bengaluru,87.02,83.23,36.39,3.02,1.12,26.32,22.43,175.0
2016-01-30,Bengaluru,71.42,130.22,37.09,4.28,1.21,23.31,20.22,149.0
2016-01-31,Bengaluru,119.16,218.27,48.59,6.07,1.32,23.3,33.27,183.0
2016-02-01,Bengaluru,84.45,158.01,55.88,6.34,1.85,17.17,30.23,184.0
2016-02-02,Bengaluru,76.8,159.14,55.92,5.9,1.39,15.86,27.39,156.0
2016-02-03,Bengaluru,75.57,193.59,62.78,5.54,1.9,25.77,23.28,153.0
