date,city,pm2.5,pm10,no2,so2,co,o3,nh3,aqi
2020-02-11,Bengaluru,33.94,77.23,28.99,7.08,1.07,34.75,12.4,87.0
2020-02-12,Bengaluru,32.82,72.71,28.34,7.06,0.93,34.6,12.02,80.0
2020-02-13,Bengaluru,37.67,86.81,37.32,7.06,1.06,34.92,12.15,84.0
2020-02-14,Bengaluru,50.47,120.55,46.46,6.98,1.29,45.01,14.09,111.0
2020-02-15,Bengaluru,54.91,129.65,54.43,7.48,1.24,46.99,14.89,128.0
2020-02-16,Bengaluru,45.02,89.03,36.76,8.14,0.99,49.12,13.44,120.0
2020-02-17,Bengaluru,41.66,94.89,43.77,9.48,1.15,42.21,13.41,99.0
2020-02-18,Bengaluru,43.29,105.87,42.79,7.44,1.07,47.44,15.06,103.0
2020-02-19,Bengaluru,55.31,97.46,36.85,7.62,1.28,49.57,15.25,101.0
2020-02-20,Bengaluru,47.86,95.51,33.04,5.97,1.06,38.42,13.9,94.0
2020-02-21,Bengaluru,30.24,72.85,24.85,6.25,1.0,40.89,12.05,90.0
2020-02-22,Bengaluru,33.96,82.03,23.75,6.62,0.98,37.76,13.04,78.0
2020-02-23,Bengaluru,36.3,85.26,21.8,5.92,1.09,49.19,12.61,81.0
2020-02-24,Bengaluru,35.6,82.42,25.61,5.93,1.01,43.59,11.92,82.0
2020-02-25,Bengaluru,41.83,97.01,31.08,6.01,1.28,50.22,12.39,107.0
2020-02-26,Bengaluru,47.39,88.67,27.21,5.38,0.97,36.49,12.47,104.0
2020-02-27,Bengaluru,39.39,92.84,31.61,6.72,1.16,41.29,12.63,112.0
2020-02-28,Bengaluru,42.58,95.58,26.77,6.75,1.06,46.4,12.35,98.0
2020-02-29,Bengaluru,48.75,95.45,27.79,6.22,1.01,47.04,12.22,95.0
2020-03-01,Bengaluru,56.2,89.66,21.91,7.09,0.98,49.93,14.37,101.0
2020-03-02,Bengaluru,53.75,115.89,29.55,6.36,1.18,48.39,14.37,103.0
2020-03-03,Bengaluru,70.78,154.34,32.33,6.96,1.27,61.01,14.47,137.0
2020-03-04,Bengaluru,55.66,118.07,33.05,6.6,1.22,52.01,15.46,131.0
2020-03-05,Bengaluru,57.89,111.38,28.68,7.21,1.04,53.06,14.39,117.0
2020-03-06,Bengaluru,41.84,83.19,23.14,8.07,0.94,50.82,13.61,100.0
2020-03-07,Bengaluru,44.33,89.88,26.8,7.12,0.98,37.49,15.57,93.0
2020-03-08,Bengaluru,38.66,84.01,21.71,6.71,0.88,40.31,14.03,91.0
2020-03-09,Bengaluru,38.88,84.66,23.26,7.41,0.99,45.57,13.54,99.0
2020-03-10,Bengaluru,41.48,89.64,22.84,7.08,0.94,50.57,12.71,93.0
2020-03-11,Bengaluru,39.57,80.31,25.62,8.25,0.96,50.73,11.31,95.0
2020-03-12,Bengaluru,34.62,78.55,28.58,6.36,1.05,49.83,10.85,97.0
2020-03-13,Bengaluru,34.77,76.68,27.42,7.36,0.93,42.26,10.94,90.0
2020-03-14,Bengaluru,29.97,72.04,27.04,6.65,0.91,38.8,10.8,86.0
2020-03-15,Bengaluru,33.96,72.17,22.19,6.97,0.92,49.32,11.55,88.0
2020-03-16,Bengaluru,26.15,71.05,21.45,6.75,0.84,36.51,11.07,79.0
2020-03-17,Bengaluru,24.15,77.96,19.78,7.01,0.86,31.85,10.48,77.0
2020-03-18,Bengaluru,29.66,72.55,24.72,7.25,0.9,39.28,11.06,78.0
2020-03-19,Bengaluru,38.15,87.04,26.49,7.97,0.93,55.4,12.13,91.0
2020-03-20,Bengaluru,43.31,94.45,23.38,6.97,0.98,53.12,13.53,100.0
2020-03-21,Bengaluru,40.62,95.67,31.05,6.75,1.06,59.91,13.76,103.0
2020-03-22,Bengaluru,30.16,66.88,13.39,6.92,0.82,48.99,12.95,99.0
2020-03-23,Bengaluru,40.28,82.77,20.12,6.03,1.05,42.02,13.99,85.0
2020-03-24,Bengaluru,50.85,82.89,15.65,6.39,0.86,39.76,14.92,106.0
2020-03-25,Bengaluru,25.25,48.81,9.73,7.92,0.76,38.24,11.91,70.0
2020-03-26,Bengaluru,27.77,51.53,8.99,5.87,0.7,35.05,11.25,61.0
2020-03-27,Bengaluru,27.47,51.79,9.44,6.49,0.85,35.6,11.09,67.0
2020-03-28,Bengaluru,24.89,45.75,10.58,6.11,0.85,36.29,10.13,70.0
2020-03-29,Bengaluru,28.45,47.23,12.22,6.37,0.85,37.19,10.41,66.0
2020-03-30,Bengaluru,32.46,53.57,11.09,6.77,0.91,41.31,11.12,72.0
2020-03-31,Bengaluru,22.01,48.55,10.09,5.11,0.83,42.69,10.45,68.0
2020-04-01,Bengaluru,22.54,49.89,10.37,5.81,0.76,41.52,10.18,64.0
2020-04-02,Bengaluru,27.12,58.49,9.58,5.56,0.86,46.12,10.92,70.0
2020-04-03,Bengaluru,34.12,69.87,9.69,6.8,0.77,49.16,11.13,82.0
2020-04-04,Bengaluru,31.93,63.83,9.23,6.51,0.72,43.88,11.25,74.0
2020-04-05,Bengaluru,30.26,67.3,9.81,6.06,0.8,39.66,11.08,77.0
2020-04-06,Bengaluru,22.68,50.53,11.52,4.44,0.71,42.79,11.69,65.0
2020-04-07,Bengaluru,15.14,20.84,13.48,5.3,0.71,42.61,16.57,62.0
2020-04-08,Bengaluru,18.39,28.13,13.73,5.55,0.72,52.65,13.03,67.0
2020-04-09,Bengaluru,23.32,32.12,12.38,5.83,0.73,48.84,13.62,65.0
2020-04-10,Bengaluru,30.06,22.69,11.5,6.1,0.67,47.67,13.71,76.0
2020-04-11,Bengaluru,26.99,35.92,10.63,6.06,0.79,45.02,16.25,70.0
2020-04-12,Bengaluru,22.38,35.49,11.74,4.78,0.72,47.0,13.94,64.0
2020-04-13,Bengaluru,25.61,42.98,15.57,5.75,0.71,46.22,11.61,72.0
2020-04-14,Bengaluru,30.24,52.51,15.73,6.34,0.69,46.63,10.46,72.0
2020-04-15,Bengaluru,33.62,50.11,13.81,8.19,0.67,46.04,10.86,74.0
2020-04-16,Bengaluru,25.27,42.7,12.73,6.55,0.73,43.3,9.91,66.0
2020-04-17,Bengaluru,40.0,50.83,12.28,5.77,0.65,41.22,10.46,74.0
2020-04-18,Bengaluru,34.03,46.7,11.74,5.59,0.72,39.05,10.25,94.0
2020-04-19,Bengaluru,24.22,41.6,10.48,6.21,0.61,36.3,9.42,67.0
2020-04-20,Bengaluru,19.42,31.92,10.76,6.75,0.55,32.7,9.03,53.0
2020-04-21,Bengaluru,17.04,48.52,13.02,6.2,0.78,31.78,7.96,65.0
2020-04-22,Bengaluru,19.95,50.26,10.17,6.79,0.68,34.71,8.33,71.0
2020-04-23,Bengaluru,26.1,48.49,11.41,6.36,0.67,38.1,8.44,63.0
2020-04-24,Bengaluru,26.25,65.58,13.05,6.54,0.75,34.36,9.74,69.0
2020-04-25,Bengaluru,25.98,55.47,13.04,5.83,0.69,30.95,10.15,66.0
2020-04-26,Bengaluru,21.32,43.11,11.76,5.47,0.82,37.25,9.89,61.0
2020-04-27,Bengaluru,19.25,50.33,11.69,5.55,0.76,33.06,9.21,59.0
2020-04-28,Bengaluru,20.74,55.81,11.24,5.86,0.79,33.9,10.71,71.0
2020-04-29,Bengaluru,13.68,39.31,12.02,5.73,0.74,30.77,10.72,62.0
2020-04-30,Bengaluru,20.3,54.56,15.27,5.45,0.75,32.26,8.07,61.0
2020-05-01,Bengaluru,24.81,61.29,12.6,6.28,0.67,40.97,8.95,74.0
2020-05-02,Bengaluru,18.36,50.84,14.26,6.19,0.8,38.88,7.84,72.0
2020-05-03,Bengaluru,22.35,56.07,17.28,6.23,0.82,39.28,6.94,71.0
2020-05-04,Bengaluru,26.1,71.6,18.88,7.16,0.86,42.46,6.47,79.0
2020-05-05,Bengaluru,29.23,87.56,18.26,7.44,0.82,43.07,7.53,91.0
2020-05-06,Bengaluru,23.02,64.54,17.4,6.85,0.93,38.88,8.56,85.0
2020-05-07,Bengaluru,26.87,72.07,18.2,6.09,0.88,34.69,8.9,82.0
2020-05-08,Bengaluru,17.61,52.32,16.86,7.14,0.77,31.87,7.94,73.0
2020-05-09,Bengaluru,21.05,60.98,14.05,7.51,0.77,30.1,8.26,76.0
2020-05-10,Bengaluru,24.29,59.49,13.18,6.93,0.77,34.13,8.84,78.0
2020-05-11,Bengaluru,20.58,66.73,14.23,7.7,0.81,35.18,9.01,77.0
2020-05-12,Bengaluru,15.43,70.53,14.13,6.05,0.73,26.07,8.98,82.0
2020-05-13,Bengaluru,14.56,39.32,13.82,6.09,0.8,27.46,9.23,66.0
2020-05-14,Bengaluru,24.81,58.72,15.82,6.12,0.74,33.15,10.15,66.0
2020-05-15,Bengaluru,17.34,46.71,16.79,7.39,0.87,25.11,9.42,73.0
2020-05-16,Bengaluru,23.44,56.99,18.22,7.06,0.96,32.49,10.07,74.0
2020-05-17,Bengaluru,21.25,52.69,13.24,7.19,0.72,36.41,10.3,70.0
2020-05-18,Bengaluru,16.82,47.84,12.91,6.14,0.85,35.55,10.52,68.0
2020-05-19,Bengaluru,23.81,79.02,13.11,5.67,0.73,27.88,9.81,72.0
2020-05-20,Bengaluru,17.9,64.0,13.77,6.05,0.72,26.03,8.9,79.0
2020-05-21,Bengaluru,19.53,60.44,14.59,5.8,0.74,26.55,8.87,70.0
2020-05-22,Bengaluru,18.13,56.21,15.13,5.59,0.79,34.42,8.98,68.0
2020-05-23,Bengaluru,19.52,62.59,15.05,6.29,0.72,39.84,8.76,72.0
2020-05-24,Bengaluru,18.62,66.58,13.03,5.64,0.59,27.7,8.97,66.0
2020-05-25,Bengaluru,21.06,57.36,16.82,5.81,0.7,33.26,9.36,70.0
2020-05-26,Bengaluru,22.25,71.59,16.47,6.38,0.76,34.72,9.58,66.0
2020-05-27,Bengaluru,19.81,55.23,18.54,6.03,0.92,26.83,12.06,75.0
2020-05-28,Bengaluru,28.46,55.7,14.85,6.24,0.66,27.7,9.1,74.0
2020-05-29,Bengaluru,23.16,53.37,15.72,6.48,0.7,25.16,8.2,66.0
2020-05-30,Bengaluru,15.87,42.52,18.27,6.27,0.74,24.01,8.7,72.0
2020-05-31,Bengaluru,23.32,51.62,11.58,7.01,0.84,25.66,7.26,61.0
2020-06-01,Bengaluru,9.16,22.16,9.72,6.78,0.6,20.96,5.7,49.0
2020-06-02,Bengaluru,8.95,19.43,9.76,6.65,0.57,17.46,5.13,40.0
2020-06-03,Bengaluru,9.69,19.34,9.78,6.85,0.6,19.62,4.92,42.0
2020-06-04,Bengaluru,10.91,30.11,11.51,6.94,0.62,17.73,4.78,43.0
2020-06-05,Bengaluru,22.88,48.48,19.65,7.12,0.66,18.92,5.64,55.0
2020-06-06,Bengaluru,18.18,50.12,17.1,7.16,0.6,18.22,5.7,55.0
2020-06-07,Bengaluru,17.6,45.11,13.32,7.11,0.57,14.91,5.31,55.0
2020-06-08,Bengaluru,20.16,48.85,15.31,6.88,0.65,16.9,5.22,55.0
2020-06-09,Bengaluru,21.7,52.5,15.48,6.99,0.62,16.73,5.64,58.0
2020-06-10,Bengaluru,25.44,73.07,15.98,6.92,0.66,15.65,6.0,70.0
2020-06-11,Bengaluru,16.53,39.75,14.7,6.99,0.67,12.9,5.76,59.0
2020-06-12,Bengaluru,16.84,35.21,13.83,7.2,0.64,15.56,5.93,49.0
2020-06-13,Bengaluru,16.79,42.32,14.67,7.33,0.72,15.52,6.57,50.0
2020-06-14,Bengaluru,16.66,35.74,12.31,6.86,0.56,13.54,6.7,49.0
2020-06-15,Bengaluru,19.57,36.58,13.01,7.68,0.62,16.22,6.55,47.0
2020-06-16,Bengaluru,17.07,45.6,13.32,7.21,0.6,16.51,6.9,55.0
2020-06-17,Bengaluru,18.29,56.47,14.1,7.74,0.65,13.01,6.48,57.0
2020-06-18,Bengaluru,28.32,63.66,13.98,7.27,0.73,12.63,6.84,65.0
2020-06-19,Bengaluru,21.55,57.17,13.87,7.22,0.66,12.34,6.54,65.0
2020-06-20,Bengaluru,18.32,47.55,13.62,7.81,0.66,14.16,6.59,56.0
2020-06-21,Bengaluru,18.18,42.05,12.45,7.47,0.54,13.37,6.5,52.0
2020-06-22,Bengaluru,15.65,40.19,14.45,7.18,0.62,13.04,6.5,49.0
2020-06-23,Bengaluru,20.38,49.93,14.6,6.98,0.62,17.72,6.76,56.0
2020-06-24,Bengaluru,19.72,52.43,14.61,6.86,0.61,18.26,7.37,63.0
2020-06-25,Bengaluru,16.93,40.06,17.67,7.73,0.74,19.58,7.42,63.0
2020-06-26,Bengaluru,15.4,28.66,14.29,7.45,0.61,19.53,7.32,58.0
2020-06-27,Bengaluru,16.6,29.48,13.68,7.29,0.67,15.69,6.88,51.0
2020-06-28,Bengaluru,20.44,26.34,10.33,6.6,0.66,17.59,6.58,61.0
2020-06-29,Bengaluru,28.68,29.27,12.12,6.33,0.56,16.99,6.8,65.0
2020-06-30,Bengaluru,14.47,24.26,12.69,6.45,0.56,16.08,6.82,63.0
2020-07-01,Bengaluru,17.5,30.48,13.25,6.66,0.54,15.4,7.42,43.0
2015-03-24,Chennai,149.04,,112.29,14.04,0.93,38.67,9.68,333.0
2015-03-26,Chennai,140.21,,31.79,11.94,1.41,44.52,10.91,318.0
2015-03-27,Chennai,266.29,,50.12,25.45,1.27,27.64,11.51,408.0
2015-03-28,Chennai,88.65,,38.75,11.76,2.21,27.68,10.97,448.0
2015-03-31,Chennai,51.69,,46.48,6.53,1.23,27.62,11.41,312.0
2015-04-01,Chennai,103.75,,36.98,4.65,1.33,27.54,10.04,289.0
2015-04-02,Chennai,106.27,,38.34,6.22,1.08,27.65,11.53,206.0
2015-04-03,Chennai,42.82,,35.32,6.23,1.21,27.6,10.17,248.0
2015-04-05,Chennai,85.86,,26.79,3.96,1.14,27.58,12.33,302.0
2015-04-06,Chennai,83.19,,16.84,5.63,3.42,23.22,12.35,193.0
2015-04-07,Chennai,48.35,,18.16,5.73,7.69,13.38,10.95,151.0
2015-04-08,Chennai,73.66,,17.07,3.76,1.1,24.4,10.83,137.0
2015-04-09,Chennai,66.72,,16.79,4.31,5.14,22.29,12.76,208.0
2015-04-10,Chennai,80.79,,16.3,5.7,6.35,19.22,10.7,172.0
2015-04-11,Chennai,75.59,,16.81,5.16,1.57,27.01,11.54,149.0
2015-04-12,Chennai,75.82,,17.27,3.58,1.13,27.57,11.58,157.0
2015-04-13,Chennai,80.23,,20.43,5.58,5.69,23.1,9.86,242.0
2015-04-14,Chennai,87.48,,18.6,6.25,1.02,27.62,10.79,205.0
2015-04-15,Chennai,72.65,,18.34,4.7,3.87,28.02,9.6,245.0
2015-04-16,Chennai,90.72,,19.6,1.75,6.25,24.24,9.91,244.0
2015-04-17,Chennai,73.28,,22.18,4.53,1.02,27.79,9.81,152.0
2015-04-18,Chennai,73.33,,22.69,3.82,0.98,27.81,10.07,152.0
2015-04-19,Chennai,71.17,,29.45,4.36,0.92,27.86,10.46,148.0
2015-04-20,Chennai,78.58,,69.16,5.99,1.06,27.82,10.33,149.0
2015-04-21,Chennai,74.55,,37.66,5.08,1.13,27.79,9.97,158.0
2015-04-22,Chennai,73.8,,25.18,6.3,0.92,27.76,10.47,145.0
2015-04-23,Chennai,69.28,,41.89,4.14,2.44,27.59,13.36,142.0
2015-04-24,Chennai,70.45,,39.33,5.1,5.53,27.91,12.32,180.0
2015-04-25,Chennai,60.15,,35.63,8.42,10.28,,11.38,130.0
2015-04-26,Chennai,57.57,,36.72,1.23,10.92,,10.85,102.0
2015-04-27,Chennai,67.8,,26.61,0.91,12.02,,15.0,113.0
2015-04-28,Chennai,70.85,,45.19,32.85,13.1,,13.97,136.0
2015-04-29,Chennai,63.16,,49.3,9.32,8.02,,14.0,130.0
2015-04-30,Chennai,55.47,,58.18,6.67,4.31,,18.24,115.0
2015-05-01,Chennai,51.62,,19.39,3.44,10.29,,16.77,108.0
2015-05-02,Chennai,85.26,,37.2,2.69,9.7,,20.97,139.0
2015-05-03,Chennai,44.26,,34.41,4.29,6.09,11.32,16.24,140.0
2015-05-04,Chennai,28.97,,16.92,5.86,8.1,11.91,16.06,100.0
2015-05-05,Chennai,35.16,,22.34,6.65,5.16,17.11,14.54,107.0
2015-05-06,Chennai,44.1,,16.92,11.24,7.07,19.53,14.63,124.0
2015-05-07,Chennai,57.31,,20.94,9.54,1.72,23.77,18.01,130.0
2015-05-08,Chennai,54.28,,24.85,18.14,9.48,31.3,23.82,201.0
2015-05-09,Chennai,60.64,,25.94,16.28,5.22,28.72,32.5,126.0
2015-05-10,Chennai,53.69,,29.04,9.01,2.05,20.45,19.91,153.0
2015-05-11,Chennai,49.2,,33.32,21.84,2.73,21.28,17.07,176.0
2015-05-12,Chennai,82.63,,43.83,17.42,1.8,22.25,18.78,146.0
2015-05-13,Chennai,100.77,,22.81,10.63,1.95,23.81,17.5,208.0
2015-05-14,Chennai,120.24,,23.93,10.36,2.47,24.4,27.53,285.0
2015-05-15,Chennai,70.64,,20.05,10.03,1.6,25.08,53.13,178.0
2015-05-16,Chennai,91.69,,19.7,10.54,2.47,24.75,56.05,209.0
2015-05-17,Chennai,79.98,,19.21,9.98,3.12,25.84,50.22,201.0
2015-05-18,Chennai,87.7,,19.56,11.85,2.46,26.06,58.39,196.0
2015-05-19,Chennai,83.47,,49.11,15.11,4.75,26.21,55.27,156.0
2015-05-20,Chennai,97.96,,16.44,16.19,6.45,24.28,52.02,135.0
2015-05-21,Chennai,97.74,,16.72,14.97,2.56,39.53,53.87,197.0
2015-05-22,Chennai,85.55,,16.47,13.12,3.13,40.22,51.63,200.0
2015-05-23,Chennai,90.87,,17.24,10.51,2.23,40.41,55.21,166.0
2015-05-24,Chennai,78.25,,17.43,18.74,1.91,26.44,54.03,148.0
2015-05-25,Chennai,125.51,,17.14,11.06,2.7,40.59,58.32,177.0
2015-05-26,Chennai,113.78,,15.58,12.79,2.91,40.91,52.12,235.0
2015-05-27,Chennai,119.68,,16.33,11.4,4.16,43.83,56.9,277.0
2015-05-28,Chennai,105.59,,20.24,11.34,3.18,52.84,53.36,221.0
2015-05-29,Chennai,100.5,,21.32,10.99,1.45,44.51,58.98,204.0
2015-05-30,Chennai,102.97,,25.74,9.7,2.12,52.73,52.25,206.0
2015-05-31,Chennai,127.46,,29.99,11.03,1.43,48.19,55.9,211.0
2015-06-01,Chennai,129.49,,14.97,11.45,1.56,46.7,53.25,216.0
2015-06-02,Chennai,100.13,,14.35,9.62,2.51,47.98,54.95,220.0
2015-06-03,Chennai,108.88,,16.12,10.79,1.44,50.59,58.26,203.0
2015-06-04,Chennai,111.48,,15.66,10.8,1.51,42.62,57.97,207.0
2015-06-05,Chennai,73.81,,16.64,11.32,1.48,40.96,53.98,200.0
2015-06-06,Chennai,60.15,,15.47,9.55,1.53,46.33,55.75,125.0
2015-06-07,Chennai,61.59,,15.4,10.2,2.02,46.1,52.11,150.0
2015-06-08,Chennai,64.94,,15.86,11.71,1.57,43.28,53.63,119.0
2015-06-09,Chennai,61.26,,15.26,14.35,1.85,44.62,50.27,121.0
2015-06-10,Chennai,58.49,,15.22,11.19,2.68,49.07,57.02,144.0
2015-06-11,Chennai,58.84,,15.13,7.89,1.87,50.75,54.34,117.0
2015-06-12,Chennai,60.75,,15.08,9.5,1.88,43.42,52.24,121.0
2015-06-13,Chennai,58.12,,15.31,9.94,1.9,45.84,57.06,118.0
2015-06-14,Chennai,58.33,,15.4,9.48,1.89,46.63,57.11,117.0
2015-06-15,Chennai,59.87,,14.98,8.94,2.73,37.5,52.87,165.0
2015-06-16,Chennai,49.91,,13.37,8.31,1.85,39.99,53.49,118.0
2015-06-17,Chennai,53.53,,12.39,10.04,1.97,35.97,54.26,120.0
2015-06-18,Chennai,45.43,,11.22,6.89,1.89,36.51,55.0,114.0
2015-06-19,Chennai,54.86,,14.6,13.31,2.67,36.11,56.56,155.0
2015-06-20,Chennai,56.25,,15.23,10.29,2.25,37.1,58.34,158.0
2015-06-21,Chennai,57.87,,15.88,9.93,1.89,41.28,57.83,118.0
2015-06-22,Chennai,72.61,,17.51,9.47,2.93,38.85,55.43,152.0
2015-06-23,Chennai,68.28,,16.15,10.42,2.3,33.71,52.18,181.0
2015-06-24,Chennai,58.07,,16.31,12.21,2.33,38.65,51.31,167.0
2015-06-25,Chennai,67.93,,19.42,10.78,2.43,42.65,49.56,158.0
2015-06-26,Chennai,69.03,,17.22,11.35,2.71,36.46,63.57,147.0
2015-06-27,Chennai,76.57,,15.11,10.04,2.33,33.37,48.26,149.0
2015-06-28,Chennai,77.2,,17.59,9.68,2.04,28.86,56.33,157.0
2015-06-29,Chennai,76.18,,17.75,10.84,2.04,32.23,55.49,157.0
2015-06-30,Chennai,77.16,,17.68,11.67,2.32,33.71,49.23,172.0
2015-07-01,Chennai,83.72,,20.08,14.01,2.59,32.66,53.46,201.0
2015-07-02,Chennai,68.41,,20.66,13.46,1.8,33.28,50.73,169.0
2015-07-03,Chennai,73.86,,21.36,13.24,7.39,30.81,56.63,186.0
2015-07-04,Chennai,70.58,,17.94,15.31,20.62,29.69,52.85,290.0
2015-07-05,Chennai,70.61,,20.14,13.9,2.19,30.78,54.4,193.0
2015-07-06,Chennai,71.19,,20.02,14.55,1.84,28.04,50.38,164.0
2015-07-07,Chennai,69.56,,20.37,11.02,2.22,30.14,52.81,187.0
2015-07-08,Chennai,68.72,,19.66,15.11,1.99,28.23,58.71,160.0
2015-07-09,Chennai,67.95,,13.66,10.39,2.76,40.63,46.24,207.0
2015-07-10,Chennai,59.59,,14.72,13.92,1.89,36.19,52.64,169.0
2015-07-11,Chennai,62.54,,19.45,7.05,8.49,31.75,62.36,208.0
2015-07-12,Chennai,61.7,,20.32,6.71,8.59,33.56,52.0,230.0
2015-07-13,Chennai,65.54,,19.39,9.44,1.89,36.38,47.1,146.0
2015-07-14,Chennai,53.35,,20.42,8.74,2.54,35.64,50.93,188.0
2015-07-15,Chennai,59.2,,17.26,9.23,2.26,32.25,46.66,191.0
2015-07-16,Chennai,57.02,,18.65,9.08,2.39,30.0,47.76,189.0
2015-07-17,Chennai,53.75,,18.59,8.02,2.13,32.51,48.22,154.0
2015-07-18,Chennai,48.36,,19.18,7.56,2.63,30.9,45.27,190.0
2015-07-19,Chennai,40.7,,19.23,10.39,1.47,28.57,59.74,104.0
2015-07-20,Chennai,36.72,,18.96,10.8,2.31,30.88,46.58,132.0
2015-07-21,Chennai,42.94,,18.58,11.47,1.58,31.69,46.58,100.0
2015-07-22,Chennai,47.23,,18.89,7.34,1.4,28.35,47.49,126.0
2015-07-23,Chennai,81.77,,26.1,11.97,2.61,32.5,42.63,141.0
2015-07-24,Chennai,83.64,,18.19,14.1,1.93,38.29,42.14,210.0
2015-07-25,Chennai,53.69,,20.33,11.06,1.43,31.79,48.95,102.0
2015-07-26,Chennai,47.88,,19.16,14.62,1.31,29.31,50.64,92.0
2015-07-27,Chennai,57.59,,18.92,12.57,2.16,24.5,44.13,123.0
2015-07-28,Chennai,51.55,,18.75,11.53,1.56,31.29,45.49,143.0
2015-07-29,Chennai,50.58,,19.44,10.73,2.43,30.81,35.66,144.0
2015-07-30,Chennai,49.89,,19.47,13.85,2.28,29.26,39.93,141.0
2015-07-31,Chennai,56.67,,19.64,16.07,1.79,30.59,41.61,106.0
2015-08-01,Chennai,85.39,,29.71,16.06,4.08,29.3,42.88,195.0
2015-08-02,Chennai,70.17,,15.44,22.81,2.12,18.06,44.0,194.0
2015-08-03,Chennai,49.45,,14.52,16.03,1.56,16.74,39.68,98.0
2015-08-04,Chennai,64.89,,15.17,22.46,1.33,19.37,33.16,120.0
2015-08-05,Chennai,59.69,,16.22,19.41,1.41,16.56,46.45,112.0
2015-08-06,Chennai,49.27,,14.74,11.0,2.89,12.61,41.35,189.0
2015-08-07,Chennai,56.12,,14.52,11.79,1.27,14.3,40.63,100.0
2015-08-08,Chennai,63.11,,15.11,12.75,2.56,11.84,39.26,145.0
2015-08-09,Chennai,55.12,,15.08,12.69,1.35,14.38,43.36,123.0
2015-08-10,Chennai,54.41,,14.92,12.13,1.11,15.58,35.22,96.0
2015-08-11,Chennai,61.65,,15.12,12.74,1.02,16.66,36.74,96.0
2015-08-12,Chennai,53.49,,14.57,11.88,1.06,14.3,44.64,106.0
2015-08-13,Chennai,58.42,,14.41,9.36,1.17,13.79,36.34,102.0
2015-08-14,Chennai,57.52,,15.55,13.1,1.42,15.16,39.0,121.0
2015-08-15,Chennai,51.29,,14.77,12.76,1.02,13.02,34.65,96.0
2015-08-16,Chennai,58.79,,16.06,15.0,1.0,22.01,32.92,111.0
2015-08-17,Chennai,63.39,,15.16,11.61,1.35,20.54,32.13,129.0
2015-08-18,Chennai,66.98,,16.15,14.04,1.26,12.83,37.0,106.0
2015-08-19,Chennai,69.54,,15.61,12.82,1.19,13.74,35.64,123.0
2015-08-20,Chennai,64.9,,19.19,13.55,1.78,15.53,41.66,176.0
2015-08-21,Chennai,43.12,,13.87,13.4,1.15,15.55,40.55,91.0
2015-08-22,Chennai,39.93,,14.15,19.33,4.88,12.97,44.2,165.0
2015-08-23,Chennai,33.26,,14.71,14.34,1.12,10.11,52.02,108.0
2015-08-24,Chennai,40.27,,14.15,13.4,1.95,12.72,40.25,119.0
2015-08-25,Chennai,46.96,,13.55,11.86,1.48,13.35,33.69,98.0
2015-08-26,Chennai,39.91,,13.23,13.06,1.24,16.24,25.41,100.0
2015-08-27,Chennai,39.65,,12.82,12.83,1.94,12.59,25.89,127.0
2015-08-28,Chennai,45.16,,13.19,14.31,1.54,10.77,28.32,100.0
2015-08-29,Chennai,43.58,,14.18,14.6,2.19,11.95,26.79,146.0
2015-08-30,Chennai,37.62,,16.1,14.9,1.54,18.81,24.53,112.0
2015-08-31,Chennai,41.0,,15.66,14.02,1.43,20.96,23.7,97.0
2015-09-01,Chennai,32.37,,16.34,15.72,1.21,30.26,26.38,88.0
2015-09-02,Chennai,24.27,,16.66,16.01,4.7,34.15,24.6,163.0
2015-09-03,Chennai,26.54,,17.24,18.24,1.99,28.04,23.58,99.0
2015-09-04,Chennai,26.96,,17.1,14.6,1.92,28.95,23.47,106.0
2015-09-05,Chennai,25.83,,16.9,11.02,2.01,29.73,27.06,83.0
2015-09-06,Chennai,26.47,,17.03,11.13,1.68,20.59,23.63,82.0
2015-09-07,Chennai,27.97,,17.3,12.8,1.75,22.13,23.09,107.0
2015-09-08,Chennai,27.86,,17.24,9.81,1.47,20.26,26.37,86.0
2015-09-09,Chennai,26.89,,16.89,11.61,1.61,24.66,26.56,88.0
2015-09-10,Chennai,28.78,,17.02,12.2,2.16,24.13,25.26,148.0
2015-09-11,Chennai,31.49,,15.04,14.18,1.54,19.44,29.07,79.0
2015-09-12,Chennai,32.09,,14.96,12.68,1.39,18.16,23.77,82.0
2015-09-13,Chennai,29.23,,15.72,11.18,1.32,23.09,24.6,79.0
2015-09-14,Chennai,30.94,,15.18,12.36,1.84,22.54,23.52,128.0
2015-09-15,Chennai,29.62,,14.0,9.85,1.03,22.76,24.65,77.0
2015-09-16,Chennai,29.73,,12.96,11.55,1.0,20.48,22.52,74.0
2015-09-17,Chennai,30.34,,10.69,8.44,0.96,22.81,23.18,70.0
2015-09-18,Chennai,31.63,,10.45,11.12,2.1,22.77,23.56,116.0
2015-09-19,Chennai,35.42,,10.47,12.1,0.82,34.03,24.9,77.0
2015-09-20,Chennai,27.32,,10.48,10.2,2.93,32.15,25.08,197.0
2015-09-21,Chennai,27.69,,10.76,10.36,2.95,30.29,23.36,214.0
2015-09-22,Chennai,39.77,,11.93,12.19,1.72,26.91,24.32,121.0
2015-09-23,Chennai,31.65,,10.81,11.9,1.31,19.27,25.1,84.0
2015-09-24,Chennai,39.97,,10.01,10.22,1.74,15.36,24.19,131.0
